item_id,site_id,domain_id,picture_id,correct_background?
MLB2200228190,MLB,MLB-FOOTBALL_SHIRTS,708680-MLB49317347032_032022,0
MLB2151838600,MLB,MLB-FOOTBALL_SHIRTS,607437-MLB48909635643_012022,0
MLA1145721743,MLA,MLA-FLATS,800484-MLA50612325845_072022,0
MLA1118626061,MLA,MLA-FOOTBALL_SHIRTS,765640-MLA48764074955_012022,0
MLB2677887379,MLB,MLB-FOOTBALL_SHIRTS,703101-MLB50297084009_062022,0
MLM1403870320,MLM,MLM-FOOTBALL_SHIRTS,871991-MLM49629582888_042022,0
MLB2661137691,MLB,MLB-FOOTBALL_SHIRTS,736649-MLB50139649247_052022,0
MLM1438550221,MLM,MLM-FOOTBALL_SHIRTS,736401-MLM50290649655_062022,0
MLB2192823133,MLB,MLB-FOOTBALL_SHIRTS,692482-MLB49636857700_042022,1
MLM1434620329,MLM,MLM-FOOTBALL_SHIRTS,659878-MLM50425634319_062022,0
MLA1125405476,MLA,MLA-FOOTBALL_SHIRTS,980131-MLA49233650908_022022,0
MLB2186041871,MLB,MLB-SKIRTS,696045-MLB49063325092_022022,1
MLB2653980161,MLB,MLB-FOOTBALL_SHIRTS,907362-MLA50068961265_052022,0
MLM1450334148,MLM,MLM-FOOTBALL_SHIRTS,901234-MLM50536016194_062022,0
MLM1451919130,MLM,MLM-FOOTBALL_SHIRTS,645327-MLM50666668486_072022,0
MLM1451518572,MLM,MLM-FOOTBALL_SHIRTS,625147-MLM50563025939_072022,0
MLB2655009543,MLB,MLB-SKIRTS,813785-MLB50073385784_052022,0
MLA1132424752,MLA,MLA-FOOTBALL_SHIRTS,797401-MLA20330243717_062015,0
MLB2627637713,MLB,MLB-SKIRTS,937639-MLB49807766411_042022,1
MLB2216540786,MLB,MLB-FOOTBALL_SHIRTS,728460-MLB49457772898_032022,0
MLA1139704213,MLA,MLA-FLATS,965367-MLA49421211952_032022,0
MLA1123109439,MLA,MLA-FOOTBALL_SHIRTS,845321-MLA49085354326_022022,1
MLA1132561591,MLA,MLA-FOOTBALL_SHIRTS,969974-MLA49689750589_042022,0
MLB2655648777,MLB,MLB-FOOTBALL_SHIRTS,828865-MLB50080068756_052022,0
MLM1454069550,MLM,MLM-SKIRTS,839713-MLM50615814065_072022,0
MLM1408837207,MLM,MLM-FOOTBALL_SHIRTS,894186-MLM49716732129_042022,0
MLA1131715806,MLA,MLA-SKIRTS,960301-MLA49275313755_032022,0
MLM1406953408,MLM,MLM-FOOTBALL_SHIRTS,884511-MLM49685455004_042022,0
MLA1134985948,MLA,MLA-SKIRTS,953713-MLA49817533609_042022,0
MLB2644893742,MLB,MLB-FOOTBALL_SHIRTS,609953-MLB46238658260_062021,0
MLA1137432884,MLA,MLA-FOOTBALL_SHIRTS,806088-MLA49963477005_052022,0
MLM1452354886,MLM,MLM-FOOTBALL_SHIRTS,716301-MLM50584257664_072022,?
MLB2695272956,MLB,MLB-FOOTBALL_SHIRTS,923362-MLB43970721955_112020,0
MLB2706994893,MLB,MLB-FOOTBALL_SHIRTS,752052-MLB50604688520_072022,1
MLA1142610096,MLA,MLA-FOOTBALL_SHIRTS,818559-MLA50309656479_062022,0
MLB2632761961,MLB,MLB-FOOTBALL_SHIRTS,690301-MLB49862785903_052022,?
MLB2654933016,MLB,MLB-FLATS,971427-MLB50072838378_052022,1
MLM1391839424,MLM,MLM-FOOTBALL_SHIRTS,955789-MLM49360604951_032022,0
MLA1142131305,MLA,MLA-FOOTBALL_SHIRTS,789668-MLA45528357241_042021,0
MLM1443975023,MLM,MLM-FOOTBALL_SHIRTS,976798-MLM50409665114_062022,0
MLB2638193872,MLB,MLB-FOOTBALL_SHIRTS,947768-MLB49913640794_052022,0
MLB2159485320,MLB,MLB-FOOTBALL_SHIRTS,837795-MLB48969173612_012022,0
MLB2670091937,MLB,MLB-FOOTBALL_SHIRTS,709489-MLB50221354502_062022,1
MLM1416834101,MLM,MLM-FOOTBALL_SHIRTS,609110-MLM49864619210_052022,0
MLM1393136671,MLM,MLM-FLATS,793606-MLM49390412597_032022,?
MLM1373865465,MLM,MLM-FOOTBALL_SHIRTS,940821-MLM45276733834_032021,0
MLM1444406877,MLM,MLM-FOOTBALL_SHIRTS,748451-MLM50418216162_062022,?
MLM1456414167,MLM,MLM-FOOTBALL_SHIRTS,789713-MLM50672678488_072022,0
MLM1406742856,MLM,MLM-FLATS,683863-MLM49679844104_042022,?
MLA1141706301,MLA,MLA-FOOTBALL_SHIRTS,685798-MLA50254938106_062022,0
MLA1145952071,MLA,MLA-FOOTBALL_SHIRTS,656489-MLA49364170072_032022,0
MLA1124714373,MLA,MLA-FOOTBALL_SHIRTS,939222-MLA49191304473_022022,1
MLB2652184416,MLB,MLB-FLATS,783953-MLB50042838100_052022,0
MLM1448592854,MLM,MLM-FOOTBALL_SHIRTS,768241-MLM50502036845_062022,1
MLB2670385791,MLB,MLB-SKIRTS,790881-MLB50222756365_062022,0
MLB2634675369,MLB,MLB-FOOTBALL_SHIRTS,859210-MLB49880849239_052022,0
MLA1145123442,MLA,MLA-FOOTBALL_SHIRTS,994308-MLA50541867488_072022,0
MLB2177730802,MLB,MLB-FOOTBALL_SHIRTS,924207-MLB49112042017_022022,0
MLB2651956489,MLB,MLB-FOOTBALL_SHIRTS,880244-MLB50041421113_052022,0
MLB2613121145,MLB,MLB-SKIRTS,732178-MLB49664253582_042022,0
MLM1422322380,MLM,MLM-SKIRTS,960608-CBT49968073911_052022,1
MLA1121423037,MLA,MLA-SKIRTS,771564-MLA50281886135_062022,0
MLB2698472289,MLB,MLB-FOOTBALL_SHIRTS,695047-MLB50516796109_062022,0
MLB2611659004,MLB,MLB-FOOTBALL_SHIRTS,840250-MLB28556796289_112018,1
MLB2697470814,MLB,MLB-FLATS,761245-MLB50506908525_062022,1
MLB2683596202,MLB,MLB-FOOTBALL_SHIRTS,952963-MLB50356720363_062022,0
MLB2625317427,MLB,MLB-FLATS,834241-MLB49786641259_042022,1
MLA1139028298,MLA,MLA-FOOTBALL_SHIRTS,814562-MLA50098888557_052022,0
MLB2622927059,MLB,MLB-FOOTBALL_SHIRTS,865450-MLB49766216231_042022,0
MLA1137880506,MLA,MLA-FLATS,991061-MLA49424010274_032022,0
MLB2708007372,MLB,MLB-SKIRTS,747584-MLB50614085657_072022,?
MLB2695023178,MLB,MLB-FOOTBALL_SHIRTS,883982-MLB50481987309_062022,0
MLB2647230745,MLB,MLB-FOOTBALL_SHIRTS,859594-MLB50023418407_052022,0
MLA1141128630,MLA,MLA-FOOTBALL_SHIRTS,981548-MLA50214219074_062022,?
MLB2150442361,MLB,MLB-FOOTBALL_SHIRTS,603138-MLB48894077952_012022,0
MLM1420588126,MLM,MLM-SKIRTS,913182-CBT49932685643_052022,0
MLB2686802443,MLB,MLB-FLATS,860784-CBT50398850111_062022,?
MLB2713201364,MLB,MLB-FOOTBALL_SHIRTS,761862-MLB50671972499_072022,0
MLB2154474507,MLB,MLB-FOOTBALL_SHIRTS,629213-MLB48932426282_012022,?
MLM1415928903,MLM,MLM-SKIRTS,727699-MLM49845535614_052022,1
MLA1135946639,MLA,MLA-FOOTBALL_SHIRTS,703781-MLA49876894871_052022,0
MLB2173906119,MLB,MLB-FOOTBALL_SHIRTS,681152-MLB49080085866_022022,0
MLM1415251525,MLM,MLM-FOOTBALL_SHIRTS,774279-MLM49750556223_042022,?
MLA1145131893,MLA,MLA-SKIRTS,871216-MLA50543932220_072022,1
MLB2195250914,MLB,MLB-FOOTBALL_SHIRTS,832973-MLB49269400289_032022,1
MLM1381523106,MLM,MLM-FLATS,680593-MLM49161492480_022022,1
MLB2145213294,MLB,MLB-FOOTBALL_SHIRTS,741725-MLB48854062940_012022,0
MLM1406756459,MLM,MLM-FLATS,822623-MLM49679208973_042022,?
MLB2629459005,MLB,MLB-FOOTBALL_SHIRTS,979935-MLB49223580872_022022,0
MLM1422271204,MLM,MLM-FOOTBALL_SHIRTS,832078-MLM49966039674_052022,0
MLB2647503255,MLB,MLB-FOOTBALL_SHIRTS,848169-MLB50000650047_052022,0
MLA1136275340,MLA,MLA-FOOTBALL_SHIRTS,707910-MLA49891479543_052022,0
MLB2669262024,MLB,MLB-FOOTBALL_SHIRTS,825425-MLB50215433383_062022,0
MLA1144350277,MLA,MLA-SKIRTS,765783-MLA50473205145_062022,0
MLM1455776638,MLM,MLM-FOOTBALL_SHIRTS,799072-MLM50656361478_072022,1
MLA1135303575,MLA,MLA-SKIRTS,956476-MLA49841706136_052022,1
MLB2659810737,MLB,MLB-FOOTBALL_SHIRTS,787520-MLB50126595989_052022,0
MLB2618613964,MLB,MLB-FOOTBALL_SHIRTS,888687-MLB49718999661_042022,0
MLB2147944159,MLB,MLB-FOOTBALL_SHIRTS,867657-MLB48873987420_012022,1
MLB2692888662,MLB,MLB-SKIRTS,905114-CBT50370799353_062022,1
MLM1370069560,MLM,MLM-FOOTBALL_SHIRTS,871773-MLM48940026330_012022,1
MLB2685666767,MLB,MLB-FOOTBALL_SHIRTS,786261-MLB50380444502_062022,0
MLM1428718582,MLM,MLM-FOOTBALL_SHIRTS,997212-MLM50102577148_052022,0
MLB2623698740,MLB,MLB-SKIRTS,801981-MLB49772952391_042022,0
MLM1443260527,MLM,MLM-FOOTBALL_SHIRTS,875059-MLM50381731003_062022,1
MLB2612058258,MLB,MLB-FOOTBALL_SHIRTS,773646-MLB49653939874_042022,?
MLA1126919249,MLA,MLA-FLATS,920180-MLA49316688589_032022,1
MLB2615312597,MLB,MLB-FOOTBALL_SHIRTS,931784-MLB49688740146_042022,?
MLM1444234628,MLM,MLM-SKIRTS,800165-MLM50410515561_062022,1
MLA1138131986,MLA,MLA-SKIRTS,984802-MLA48723796506_012022,0
MLA1145684615,MLA,MLA-FLATS,850950-MLA49373083165_032022,0
MLB2198307414,MLB,MLB-FOOTBALL_SHIRTS,746246-MLB49301222528_032022,0
MLM1423449569,MLM,MLM-FLATS,843763-MLM49983710405_052022,1
MLB2148354156,MLB,MLB-FOOTBALL_SHIRTS,747972-MLB48879923810_012022,0
MLM1409940076,MLM,MLM-FOOTBALL_SHIRTS,968773-MLM48178090454_112021,0
MLM1392176608,MLM,MLM-FLATS,976042-MLM49369178046_032022,?
MLB2647136701,MLB,MLB-FOOTBALL_SHIRTS,798441-MLB49997864485_052022,1
MLM1415247758,MLM,MLM-SKIRTS,845759-MLM49830169277_052022,?
MLB2644622384,MLB,MLB-FOOTBALL_SHIRTS,695723-MLB49975441484_052022,0
MLB2675561137,MLB,MLB-FOOTBALL_SHIRTS,602248-MLB50274044125_062022,0
MLB2624900855,MLB,MLB-SKIRTS,763973-MLB49784225274_042022,0
MLB2676602131,MLB,MLB-FOOTBALL_SHIRTS,915348-MLB50286997367_062022,?
MLB2644730662,MLB,MLB-FOOTBALL_SHIRTS,890390-MLB49975895898_052022,0
MLM1448496469,MLM,MLM-FOOTBALL_SHIRTS,759327-MLM50500939140_062022,1
MLB2676109200,MLB,MLB-FOOTBALL_SHIRTS,730155-MLB50281704218_062022,0
MLM1417168418,MLM,MLM-FOOTBALL_SHIRTS,786083-MLM49869986708_052022,0
MLB2696398538,MLB,MLB-FOOTBALL_SHIRTS,690905-MLB50495604833_062022,0
MLA1146338087,MLA,MLA-FOOTBALL_SHIRTS,758897-MLA50672967105_072022,0
MLB2684324059,MLB,MLB-SKIRTS,719150-MLB50365386481_062022,0
MLB2647924757,MLB,MLB-FOOTBALL_SHIRTS,607454-MLB45725258924_042021,0
MLA1140878816,MLA,MLA-SKIRTS,925372-MLA50534380130_062022,?
MLA1138331402,MLA,MLA-SKIRTS,875258-MLA50032179071_052022,0
MLA1128254718,MLA,MLA-FOOTBALL_SHIRTS,695417-MLA49401030151_032022,1
MLB2143046854,MLB,MLB-FOOTBALL_SHIRTS,856726-MLB48835500974_012022,0
MLA1139348524,MLA,MLA-FOOTBALL_SHIRTS,681814-MLA50118706730_052022,1
MLB2153834994,MLB,MLB-FOOTBALL_SHIRTS,909925-MLB48926659360_012022,0
MLM1381752288,MLM,MLM-FLATS,851913-MLM49166184546_022022,1
MLM1451382680,MLM,MLM-FOOTBALL_SHIRTS,613742-MLM50554131442_072022,0
MLM1400503132,MLM,MLM-FOOTBALL_SHIRTS,621499-MLM49560658912_042022,0
MLA1132431057,MLA,MLA-FOOTBALL_SHIRTS,822942-MLA29602820790_032019,0
MLB2678806559,MLB,MLB-FOOTBALL_SHIRTS,720395-MLB50306071000_062022,0
MLA1145975352,MLA,MLA-FOOTBALL_SHIRTS,769158-MLA50623657569_072022,0
MLA1121334862,MLA,MLA-SKIRTS,906281-MLA48976778596_012022,0
MLB2190645275,MLB,MLB-FOOTBALL_SHIRTS,904577-MLB49225606261_022022,0
MLA1138125911,MLA,MLA-SKIRTS,600206-MLA50012652711_052022,0
MLB2170802456,MLB,MLB-FOOTBALL_SHIRTS,629015-MLB49055831236_022022,0
MLA1143277944,MLA,MLA-FLATS,668911-MLA47738968288_102021,0
MLM1386757106,MLM,MLM-FOOTBALL_SHIRTS,693957-MLM49268535684_032022,0
MLM1433935564,MLM,MLM-FOOTBALL_SHIRTS,977174-MLM50212906850_062022,?
MLB2659326542,MLB,MLB-FOOTBALL_SHIRTS,648003-MLB50120856440_052022,0
MLB2684679592,MLB,MLB-SKIRTS,685970-CBT50372650207_062022,1
MLB2198906571,MLB,MLB-FOOTBALL_SHIRTS,627282-MLB49306393927_032022,0
MLA1139585396,MLA,MLA-SKIRTS,768534-MLA50136470914_052022,0
MLM1439933428,MLM,MLM-FOOTBALL_SHIRTS,778381-MLM50316999107_062022,?
MLB2662429651,MLB,MLB-SKIRTS,787543-CBT50156732031_062022,1
MLM1391422971,MLM,MLM-FLATS,746611-MLM49353853208_032022,?
MLM1418488954,MLM,MLM-FOOTBALL_SHIRTS,717786-MLM49892245443_052022,0
MLM1420219715,MLM,MLM-FOOTBALL_SHIRTS,924769-MLM42289223380_062020,0
MLB2704861852,MLB,MLB-FOOTBALL_SHIRTS,652716-MLB50586003069_072022,0
MLA1120707153,MLA,MLA-SKIRTS,705753-MLA48929958498_012022,0
MLM1441206344,MLM,MLM-SKIRTS,951943-CBT50340999173_062022,1
MLA1144553851,MLA,MLA-FLATS,998444-MLA49008355015_022022,0
MLB2685605615,MLB,MLB-FOOTBALL_SHIRTS,997231-MLB50379956960_062022,0
MLB2159787430,MLB,MLB-FOOTBALL_SHIRTS,862976-MLB41788521305_052020,0
MLA1122563193,MLA,MLA-FOOTBALL_SHIRTS,753586-MLA49045947671_022022,0
MLM1452890529,MLM,MLM-FOOTBALL_SHIRTS,900665-MLM48314923797_112021,0
MLB2631157711,MLB,MLB-FOOTBALL_SHIRTS,783769-MLB49845407356_052022,0
MLB2137563658,MLB,MLB-SKIRTS,855669-MLB48795144355_012022,?
MLM1424249170,MLM,MLM-FOOTBALL_SHIRTS,611440-MLM49095174484_022022,0
MLB2694923306,MLB,MLB-FOOTBALL_SHIRTS,992463-MLB50480790140_062022,0
MLA1145420939,MLA,MLA-FOOTBALL_SHIRTS,690997-MLA47937919183_102021,0
MLB2683973524,MLB,MLB-FOOTBALL_SHIRTS,641257-MLB50362087090_062022,0
MLB2661061614,MLB,MLB-SKIRTS,933266-MLB50138973724_052022,0
MLA1138364344,MLA,MLA-FOOTBALL_SHIRTS,876300-MLA50036792796_052022,?
MLA1125755882,MLA,MLA-FOOTBALL_SHIRTS,748143-MLA49258303480_032022,0
MLA1126087634,MLA,MLA-FOOTBALL_SHIRTS,973160-MLA49279257993_032022,0
MLA1138007191,MLA,MLA-FLATS,843138-MLA50045246022_052022,0
MLB2710584659,MLB,MLB-FLATS,993972-MLB50636754845_072022,1
MLA1145341161,MLA,MLA-FOOTBALL_SHIRTS,759232-MLA50574978998_072022,0
MLB2681312878,MLB,MLB-FOOTBALL_SHIRTS,783571-MLB50333646312_062022,0
MLB2223306462,MLB,MLB-FOOTBALL_SHIRTS,813946-MLB49530980072_032022,0
MLB2606746947,MLB,MLB-FOOTBALL_SHIRTS,620648-MLB49597199853_042022,0
MLA1134248902,MLA,MLA-FOOTBALL_SHIRTS,713725-MLA49791734493_042022,1
MLM1406679781,MLM,MLM-FLATS,936030-MLM49679844096_042022,?
MLM1410791687,MLM,MLM-FOOTBALL_SHIRTS,690564-MLM49746467089_042022,0
MLB2667754242,MLB,MLB-SKIRTS,967568-CBT50203211731_062022,1
MLB2197364714,MLB,MLB-FOOTBALL_SHIRTS,769498-MLB47206124340_082021,0
MLM1418235253,MLM,MLM-FOOTBALL_SHIRTS,817375-MLM49887923415_052022,0
MLB2137174587,MLB,MLB-FOOTBALL_SHIRTS,895946-MLB48792466001_012022,1
MLM1411486325,MLM,MLM-FOOTBALL_SHIRTS,965807-MLM49763812659_042022,1
MLM1423391844,MLM,MLM-FLATS,683490-MLM49983681708_052022,1
MLA1146354231,MLA,MLA-FOOTBALL_SHIRTS,784513-MLA50672248774_072022,0
MLA1145562249,MLA,MLA-FOOTBALL_SHIRTS,693393-MLA50594166454_072022,0
MLA1144911591,MLA,MLA-FOOTBALL_SHIRTS,762959-MLA50515934319_062022,0
MLB2687624893,MLB,MLB-FOOTBALL_SHIRTS,937838-MLB50404524809_062022,0
MLB2173523692,MLB,MLB-FOOTBALL_SHIRTS,928203-MLB49077357707_022022,0
MLM1422141045,MLM,MLM-SKIRTS,772512-CBT49968078921_052022,1
MLB2626515077,MLB,MLB-FLATS,726541-MLB49799099641_042022,1
MLM1387003046,MLM,MLM-FLATS,712285-MLM49274681154_032022,?
MLA1138052132,MLA,MLA-SKIRTS,986990-MLA50011938552_052022,0
MLB2643787004,MLB,MLB-FOOTBALL_SHIRTS,979345-MLB49966877896_052022,0
MLB2131551115,MLB,MLB-FOOTBALL_SHIRTS,733005-MLB48743597853_012022,0
MLA1136795753,MLA,MLA-FOOTBALL_SHIRTS,703057-MLA49923582728_052022,0
MLA1121314550,MLA,MLA-SKIRTS,772113-MLA48975791183_012022,0
MLB2656475230,MLB,MLB-FOOTBALL_SHIRTS,679460-MLB50090883375_052022,0
MLM1392190177,MLM,MLM-FLATS,905599-MLM49369178509_032022,?
MLB2659319567,MLB,MLB-FOOTBALL_SHIRTS,811140-MLB50120576249_052022,0
MLA1137359219,MLA,MLA-FOOTBALL_SHIRTS,707756-MLA49954854527_052022,0
MLB2668462085,MLB,MLB-FOOTBALL_SHIRTS,884919-MLB50207966935_062022,1
MLB2154890532,MLB,MLB-FOOTBALL_SHIRTS,621460-MLB47885816506_102021,0
MLM1381155418,MLM,MLM-FLATS,716443-MLM49156135272_022022,1
MLM1408840382,MLM,MLM-FOOTBALL_SHIRTS,718722-MLM49718318832_042022,0
MLM1405432068,MLM,MLM-FLATS,930345-MLM49656435557_042022,?
MLB2664947382,MLB,MLB-SKIRTS,804508-MLB48353106963_112021,1
MLB2657416755,MLB,MLB-FOOTBALL_SHIRTS,837505-MLB48487153595_122021,1
MLA1136201081,MLA,MLA-FOOTBALL_SHIRTS,993642-MLA49883215142_052022,?
MLA1144652322,MLA,MLA-FOOTBALL_SHIRTS,728785-MLA50499769961_062022,?
